calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,feel_1,feel_1_pct,feel_2,feel_2_pct,feel_3,feel_3_pct,feel_4,feel_4_pct,feel_5,feel_5_pct,grow_all,help_1,help_1_pct,help_2,help_2_pct,help_3,help_3_pct,help_4,help_4_pct,help_5,help_5_pct,n_rate_rvws,n_reported_effects,neg_1,neg_1_pct,neg_2,neg_2_pct,neg_3,neg_3_pct,neg_4,neg_4_pct,neg_5,neg_5_pct,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:18.670237055256177%,,,,"70,%,54,%,42,%,36,%,27,%,36,%,27,%,21,%,19,%,16,%,32,%,4,%,4,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Giggly, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Migraines, ,Dry mouth, ,Anxious, ,Dry eyes, ,Dizzy, ,Headache, ",Relaxed,70,Happy,54,Euphoric,42,Uplifted,36,Giggly,27,,Pain,36,Stress,27,Anxiety,21,Depression,19,Migraines,16,95,61 people reported 439 effects,Dry mouth,32,Anxious,4,Dry eyes,4,Dizzy,3,Headache,3,,,"Bellingham, WA,Oklahoma City, OK,Parachute, CO,Seattle, WA,Durango, CO,Ellicott City, MD,Fort Collins, CO,Glenwood Springs, CO,Gold Bar, WA,Longview, WA",Indica,4.4 ,Black Cherry OG,,,,16
--position:64.64155097031377%,,,,"58,%,55,%,48,%,45,%,30,%,37,%,29,%,25,%,24,%,17,%,27,%,13,%,9,%,6,%,5,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Energetic, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",Happy,58,Euphoric,55,Relaxed,48,Uplifted,45,Energetic,30,,Stress,37,Pain,29,Anxiety,25,Depression,24,Insomnia,17,271,186 people reported 1372 effects,Dry mouth,27,Dry eyes,13,Paranoid,9,Dizzy,6,Anxious,5,,,"Ferndale, WA,Portland, OR,Everson, WA,San Diego, CA,Las Vegas, NV,Mount Vernon, WA,Oakland, CA,Salem, OR,Ben Lomond, CA,El Sobrante, CA",Hybrid,4.3 ,Cherry AK-47,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",17
--position:25.45383265804305%,,,,"55,%,55,%,50,%,35,%,32,%,39,%,37,%,36,%,26,%,22,%,35,%,22,%,11,%,4,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Anxiety, ,Stress, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Relaxed,55,Euphoric,55,Happy,50,Uplifted,35,Sleepy,32,,Anxiety,39,Stress,37,Pain,36,Depression,26,Insomnia,22,228,156 people reported 1262 effects,Dry mouth,35,Dry eyes,22,Dizzy,11,Headache,4,Paranoid,3,,,"Seattle, WA,Vancouver, WA,Everett, WA,Puyallup, WA,Lynnwood, WA,Burlington, WA,Salem, OR,Auburn, WA,Fife, WA,Longview, WA",Indica,4.2 ,Willy's Wonder,,,,18
--position:16.553806557443345%,,,,"78,%,65,%,36,%,36,%,30,%,36,%,29,%,27,%,26,%,17,%,29,%,10,%,4,%,3,%,3,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Sleepy, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,78,Happy,65,Uplifted,36,Euphoric,36,Sleepy,30,,Stress,36,Depression,29,Anxiety,27,Pain,26,Insomnia,17,167,120 people reported 900 effects,Dry mouth,29,Dry eyes,10,Dizzy,4,Anxious,3,Paranoid,3,,,"Portland, OR,Port Hadlock-Irondale, WA,Boulder, CO,Fernley, NV,Georgetown, MA,Ontario, OR,Otis, OR,Ritzville, WA,Somerville, MA,Tucson, AZ",Hybrid,4.3 ,Wappa,,,,
--position:23.56684351617731%,,Blue Kiss,Crystalberry,"69,%,60,%,53,%,46,%,37,%,41,%,39,%,34,%,29,%,29,%,24,%,15,%,5,%,2,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Relaxed,69,Happy,60,Euphoric,53,Uplifted,46,Sleepy,37,,Stress,41,Pain,39,Anxiety,34,Depression,29,Insomnia,29,281,212 people reported 1697 effects,Dry mouth,24,Dry eyes,15,Dizzy,5,Headache,2,Anxious,1,Purple Thai,Thai,"Seattle, WA,Bellingham, WA,Spokane, WA,Renton, WA,Everett, WA,Oak Harbor, WA,Puyallup, WA,Ferndale, WA,Tacoma, WA,Spokane Valley, WA",Indica,4.4 ,DJ Short Blueberry,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",19
--position:98.34917985595222%,,Space Needle,Green Avenger,"62,%,60,%,58,%,53,%,41,%,45,%,35,%,30,%,29,%,18,%,36,%,26,%,11,%,9,%,7,%","Euphoric, ,Happy, ,Uplifted, ,Energetic, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Euphoric,62,Happy,60,Uplifted,58,Energetic,53,Creative,41,,Stress,45,Anxiety,35,Depression,30,Pain,29,Fatigue,18,268,204 people reported 1743 effects,Dry mouth,36,Dry eyes,26,Dizzy,11,Headache,9,Paranoid,7,Apollo 13,Space Queen,"Seattle, WA,Port Hadlock-Irondale, WA,Spokane, WA,Pittsfield, MA,Portland, OR,Auburn, WA,Port Angeles, WA,Redmond, WA,Renton, WA,Rockville, MD",Sativa,4.3 ,Vortex,,,,15.5
--position:24.83885900761339%,,,,"60,%,51,%,50,%,36,%,32,%,43,%,36,%,31,%,26,%,24,%,26,%,17,%,4,%,4,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,60,Euphoric,51,Happy,50,Uplifted,36,Sleepy,32,,Stress,43,Pain,36,Anxiety,31,Depression,26,Insomnia,24,363,258 people reported 1908 effects,Dry mouth,26,Dry eyes,17,Dizzy,4,Paranoid,4,Headache,3,,,"Ellensburg, WA,Granite Falls, WA,Spokane Valley, WA,Spokane, WA,Aberdeen, WA,Arlington, WA,Bellingham, WA,Bremerton, WA,Burlington, WA,Davis, CA",Indica,4.1 ,Raspberry Kush,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",17.5
--position:24.509561992409445%,,,,"69,%,61,%,35,%,33,%,33,%,23,%,15,%,15,%,15,%,12,%,30,%,7,%,7,%,7,%,2,%","Relaxed, ,Happy, ,Uplifted, ,Giggly, ,Hungry, ,Anxiety, ,Lack of appetite, ,Stress, ,Pain, ,PTSD, ,Dry mouth, ,Anxious, ,Dizzy, ,Dry eyes, ,Headache, ",Relaxed,69,Happy,61,Uplifted,35,Giggly,33,Hungry,33,,Anxiety,23,Lack of appetite,15,Stress,15,Pain,15,PTSD,12,56,39 people reported 234 effects,Dry mouth,30,Anxious,7,Dizzy,7,Dry eyes,7,Headache,2,DJ Short Blueberry,OG Kush,"Phoenix, AZ,Oklahoma City, OK,Tucson, AZ,Tallahassee, FL,Bay City, MI,Flagstaff, AZ,Glendale, AZ,Jacksonville, FL,Tampa, FL,Trinidad, CO",Hybrid,4.3 ,Blueberry OG,,,,16.5
--position:17.04847938882208%,,Hammershark,CBD Shark,"80,%,51,%,38,%,34,%,32,%,46,%,43,%,35,%,24,%,23,%,31,%,16,%,8,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Inflammation, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Relaxed,80,Happy,51,Euphoric,38,Uplifted,34,Sleepy,32,,Pain,46,Stress,43,Anxiety,35,Depression,24,Inflammation,23,234,173 people reported 1506 effects,Dry mouth,31,Dry eyes,16,Dizzy,8,Headache,4,Anxious,4,Skunk No. 1,White Widow,"Portland, OR,Baltimore, MD,Beaverton, OR,Eugene, OR,Rockville, MD,Spokane Valley, WA,Ellicott City, MD,Los Angeles, CA,Gresham, OR,Lutherville-Timonium, MD",Indica,4.1 ,Shark Shock,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",18.5
--position:87.54386706112945%,,,,"67,%,53,%,46,%,44,%,42,%,36,%,31,%,29,%,25,%,15,%,25,%,16,%,6,%,5,%,3,%","Happy, ,Uplifted, ,Relaxed, ,Energetic, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Headache, ,Anxious, ,Dizzy, ",Happy,67,Uplifted,53,Relaxed,46,Energetic,44,Creative,42,,Stress,36,Pain,31,Anxiety,29,Depression,25,Fatigue,15,173,112 people reported 920 effects,Dry mouth,25,Dry eyes,16,Headache,6,Anxious,5,Dizzy,3,North American Indica,Hawaiian,"Lewiston, ME,San Francisco, CA,Goldendale, WA,Portland, OR,Broken Arrow, OK,Denver, CO,Durant, OK,Los Angeles, CA,Lyle, WA,McMinnville, OR",Hybrid,4.3 ,Cherry Bomb,,,,
--position:6.903225342617347%,,,,"69,%,48,%,48,%,45,%,28,%,49,%,42,%,35,%,27,%,24,%,22,%,12,%,8,%,0,%,0,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Hungry, ,Pain, ,Stress, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",Relaxed,69,Happy,48,Euphoric,48,Sleepy,45,Hungry,28,,Pain,49,Stress,42,Insomnia,35,Anxiety,27,Depression,24,174,133 people reported 1018 effects,Dry mouth,22,Dry eyes,12,Dizzy,8,Anxious,0,Headache,0,Gumbo,Bio-Diesel,"Anchorage, AK,Las Vegas, NV,Fairbanks, AK,Houston, AK,Fernley, NV,Chicago, IL,Sparks, NV,Carson City, NV,Champaign, IL,Henderson, NV",Hybrid,4.6 ,Bio-Jesus,,,,
--position:86.48437457673127%,,,,"64,%,61,%,60,%,57,%,44,%,32,%,32,%,26,%,17,%,15,%,21,%,12,%,9,%,2,%,2,%","Happy, ,Uplifted, ,Euphoric, ,Relaxed, ,Energetic, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",Happy,64,Uplifted,61,Euphoric,60,Relaxed,57,Energetic,44,,Depression,32,Stress,32,Anxiety,26,Pain,17,Fatigue,15,245,171 people reported 1363 effects,Dry mouth,21,Dry eyes,12,Dizzy,9,Anxious,2,Headache,2,,,"Portland, OR,Salem, OR,Eugene, OR,Bend, OR,Parkland, WA,Renton, WA,Seattle, WA,Fife, WA,Spanaway, WA,Albany, OR",Sativa,4.6 ,Quantum Kush,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",19
--position:83.0200386431001%,,,,"65,%,58,%,54,%,49,%,37,%,44,%,27,%,26,%,26,%,16,%,25,%,18,%,6,%,6,%,4,%","Happy, ,Uplifted, ,Relaxed, ,Euphoric, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Headaches, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",Happy,65,Uplifted,58,Relaxed,54,Euphoric,49,Creative,37,,Stress,44,Pain,27,Anxiety,26,Depression,26,Headaches,16,264,175 people reported 1444 effects,Dry mouth,25,Dry eyes,18,Paranoid,6,Dizzy,6,Anxious,4,Haze,Blueberry,"Oklahoma City, OK,Bay City, MI,Eufaula, OK,Belfair, WA,Bremerton, WA,Broken Arrow, OK,Chickasha, OK,Claremore, OK,Colorado Springs, CO,Lake Stevens, WA",Hybrid,4.3 ,Blue Haze,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",16.5
--position:98.65227159135578%,,,,"67,%,62,%,52,%,50,%,46,%,44,%,34,%,32,%,25,%,15,%,34,%,21,%,12,%,6,%,4,%","Happy, ,Uplifted, ,Energetic, ,Euphoric, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Happy,67,Uplifted,62,Energetic,52,Euphoric,50,Creative,46,,Stress,44,Depression,34,Anxiety,32,Pain,25,Insomnia,15,208,150 people reported 1154 effects,Dry mouth,34,Dry eyes,21,Dizzy,12,Paranoid,6,Headache,4,Neville's Haze,Hawaiian Haze,"Eugene, OR,Oklahoma City, OK,Ben Lomond, CA,Cathlamet, WA,Clackamas, OR,Edmond, OK,Emeryville, CA,Medford, OR,Myrtle Creek, OR,Oakland, CA",Sativa,4.4 ,Hawaiian Snow,,,,19
--position:96.04748244344943%,,,,"61,%,59,%,51,%,50,%,43,%,35,%,29,%,25,%,17,%,14,%,25,%,7,%,4,%,4,%,3,%","Energetic, ,Happy, ,Uplifted, ,Creative, ,Euphoric, ,Depression, ,Stress, ,Anxiety, ,Fatigue, ,Pain, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Energetic,61,Happy,59,Uplifted,51,Creative,50,Euphoric,43,"Moderate,> 78,3 - 6",Depression,35,Stress,29,Anxiety,25,Fatigue,17,Pain,14,196,138 people reported 1022 effects,Dry mouth,25,Dry eyes,7,Dizzy,4,Headache,4,Anxious,3,Jack Herer,Sour Diesel,"Silver Spring, MD,Baltimore, MD,Rockville, MD,Chevy Chase, MD,Las Vegas, NV,Lutherville-Timonium, MD,San Francisco, CA,Waldorf, MD,Aberdeen, WA,Bethesda, MD",Sativa,4.5 ,Sour Jack,,,,16.5
--position:12.92002574777466%,,,,"79,%,59,%,50,%,44,%,39,%,41,%,36,%,34,%,27,%,25,%,27,%,18,%,7,%,6,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",Relaxed,79,Happy,59,Euphoric,50,Sleepy,44,Uplifted,39,,Stress,41,Anxiety,36,Pain,34,Depression,27,Insomnia,25,228,143 people reported 1270 effects,Dry mouth,27,Dry eyes,18,Anxious,7,Dizzy,6,Headache,2,Black Domina,Critical Mass,"Aurora, CO,Denver, CO,Bentonville, AR,Vancouver, WA,Anacortes, WA,Freeland, WA,Las Vegas, NV,Liberty Lake, WA,Lyle, WA,Lynnwood, WA",Indica,4.4 ,Sugar Black Rose,,,,
--position:97.06340683620283%,,,,"73,%,70,%,46,%,45,%,43,%,39,%,39,%,35,%,17,%,15,%,24,%,13,%,8,%,7,%,2,%","Happy, ,Uplifted, ,Creative, ,Euphoric, ,Energetic, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Happy,73,Uplifted,70,Creative,46,Euphoric,45,Energetic,43,,Stress,39,Anxiety,39,Depression,35,Pain,17,Fatigue,15,112,79 people reported 633 effects,Dry mouth,24,Dry eyes,13,Dizzy,8,Paranoid,7,Anxious,2,Hawaiian,Haze,"Atlanta, GA,Portland, OR,Kennesaw, GA,Duluth, GA,Orlando, FL,Raleigh, NC,Canton, GA,Decatur, GA,Greensboro, NC,Knoxville, TN",Sativa,4.3 ,Hawaiian Haze,,,,19
--position:95.88851673109431%,,,,"62,%,53,%,46,%,44,%,43,%,23,%,22,%,18,%,13,%,12,%,22,%,15,%,5,%,3,%,1,%","Happy, ,Energetic, ,Uplifted, ,Euphoric, ,Focused, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Happy,62,Energetic,53,Uplifted,46,Euphoric,44,Focused,43,,Depression,23,Stress,22,Anxiety,18,Pain,13,Fatigue,12,192,132 people reported 875 effects,Dry mouth,22,Dry eyes,15,Anxious,5,Dizzy,3,Paranoid,1,Willy's Wonder,Haze,"Denver, CO,Joliet, IL,Pueblo, CO,Aurora, CO,Durango, CO,Pagosa Springs, CO,Posen, IL,Arvada, CO,Chicago, IL,Mundelein, IL",Sativa,4.5 ,Red Headed Stranger,,,,
--position:33.35694738757364%,,,,"75,%,63,%,56,%,48,%,30,%,38,%,34,%,29,%,28,%,22,%,27,%,15,%,4,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Relaxed,75,Happy,63,Euphoric,56,Uplifted,48,Creative,30,,Stress,38,Depression,34,Anxiety,29,Pain,28,Insomnia,22,363,244 people reported 2116 effects,Dry mouth,27,Dry eyes,15,Paranoid,4,Anxious,3,Dizzy,3,Master Kush,Blue Dream,"Everett, WA,Seattle, WA,Bellingham, WA,Bothell, WA,Arlington, WA,Custer, WA,Goldendale, WA,Granite Falls, WA,Spokane, WA,Tacoma, WA",Hybrid,4.5 ,Snoop's Dream,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",19.5
--position:89.48914010974134%,,,,"67,%,55,%,55,%,42,%,42,%,25,%,25,%,21,%,17,%,14,%,41,%,16,%,7,%,5,%,3,%","Happy, ,Euphoric, ,Uplifted, ,Energetic, ,Relaxed, ,Anxiety, ,Stress, ,Depression, ,ADD/ADHD, ,Pain, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Happy,67,Euphoric,55,Uplifted,55,Energetic,42,Relaxed,42,"Easy,< 30,1 - 3,7 - 9",Anxiety,25,Stress,25,Depression,21,ADD/ADHD,17,Pain,14,86,56 people reported 391 effects,Dry mouth,41,Dry eyes,16,Dizzy,7,Headache,5,Anxious,3,Green Haze,Lowryder,"Denver, CO,Colorado Springs, CO,Commerce City, CO,Phoenix, AZ,The Village, OK,Aberdeen, WA,Arvada, CO,Aurora, CO,Chandler, AZ,Collinsville, OK",Hybrid,4.2 ,Tutti Frutti,,,,
--position:14.600871574942998%,,,,"86,%,50,%,47,%,41,%,39,%,28,%,15,%,15,%,15,%,13,%,23,%,15,%,13,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Anxiety, ,Insomnia, ,Pain, ,Depression, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Headache, ",Relaxed,86,Happy,50,Euphoric,47,Sleepy,41,Uplifted,39,,Stress,28,Anxiety,15,Insomnia,15,Pain,15,Depression,13,77,46 people reported 302 effects,Dry mouth,23,Dizzy,15,Dry eyes,13,Anxious,4,Headache,4,,,"Seattle, WA,Portland, OR,Medford, OR,Astoria, OR,Bothell, WA,Ann Arbor, MI,Bartlesville, OK,Bend, OR,Buckley, WA,Carson City, NV",Indica,4.5 ,Chocolate Kush,,,,
--position:77.86686302582527%,,,,"70,%,58,%,55,%,50,%,40,%,36,%,34,%,24,%,24,%,20,%,21,%,11,%,7,%,7,%,6,%","Euphoric, ,Uplifted, ,Happy, ,Relaxed, ,Energetic, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Headaches, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Euphoric,70,Uplifted,58,Happy,55,Relaxed,50,Energetic,40,,Stress,36,Depression,34,Pain,24,Anxiety,24,Headaches,20,125,79 people reported 651 effects,Dry mouth,21,Dry eyes,11,Anxious,7,Dizzy,7,Paranoid,6,Skunk No. 1,Cheese,"Seattle, WA,Bremerton, WA,Burlington, WA,Puyallup, WA,Renton, WA,Bellingham, WA,Buckley, WA,Clarkston, WA,Eufaula, OK,Glenpool, OK",Sativa,4.6 ,Crystal Coma,,,,
--position:94.63742085891609%,,,,"60,%,59,%,57,%,55,%,47,%,37,%,34,%,25,%,17,%,9,%,36,%,27,%,13,%,6,%,3,%","Energetic, ,Happy, ,Uplifted, ,Euphoric, ,Talkative, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Energetic,60,Happy,59,Uplifted,57,Euphoric,55,Talkative,47,,Depression,37,Stress,34,Anxiety,25,Pain,17,Insomnia,9,120,87 people reported 703 effects,Dry mouth,36,Dry eyes,27,Paranoid,13,Dizzy,6,Headache,3,Swiss Sativa,Northern Lights #5,"Mesa, AZ,Portland, OR,Shoreline, WA,West Palm Beach, FL,Medford, OR,Renton, WA",Sativa,4.2 ,Arjan's Strawberry Haze,,,,
--position:10.51698759813462%,,,,"78,%,59,%,50,%,37,%,35,%,37,%,35,%,33,%,29,%,20,%,23,%,12,%,4,%,3,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Hungry, ,Pain, ,Stress, ,Anxiety, ,Insomnia, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",Relaxed,78,Happy,59,Euphoric,50,Sleepy,37,Hungry,35,,Pain,37,Stress,35,Anxiety,33,Insomnia,29,Lack of appetite,20,154,103 people reported 808 effects,Dry mouth,23,Dry eyes,12,Dizzy,4,Anxious,3,Paranoid,3,,,"Seattle, WA,Ferndale, WA,Everett, WA,Oklahoma City, OK,Spokane, WA,Portland, OR,Spokane Valley, WA,Tacoma, WA,Denver, CO,Freeland, WA",Indica,4.4 ,Cookie Monster,"width:170%,width:114%,width:58%","Peppery,Hoppy,Citrus","Caryophyllene,Humulene,Limonene",17
--position:52.986521996183576%,,,,"53,%,52,%,52,%,41,%,30,%,49,%,41,%,34,%,28,%,17,%,35,%,23,%,9,%,6,%,6,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Happy,53,Relaxed,52,Euphoric,52,Uplifted,41,Creative,30,,Stress,49,Pain,41,Anxiety,34,Depression,28,Insomnia,17,161,117 people reported 970 effects,Dry mouth,35,Dry eyes,23,Dizzy,9,Headache,6,Paranoid,6,,,"Seattle, WA,Portland, OR,Spokane, WA,Eugene, OR,Mount Vernon, WA,Lincoln City, OR,Medford, OR,Otis Orchards-East Farms, WA,Bend, OR,Fife, WA",Hybrid,4.1 ,Huckleberry,,,,17
--position:36.81185430192179%,,Critical Cheese,Critical Plus 2.0,"71,%,60,%,46,%,42,%,34,%,34,%,32,%,31,%,25,%,16,%,19,%,8,%,6,%,5,%,4,%","Relaxed, ,Happy, ,Creative, ,Uplifted, ,Euphoric, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Headache, ,Anxious, ",Relaxed,71,Happy,60,Creative,46,Uplifted,42,Euphoric,34,,Stress,34,Depression,32,Pain,31,Anxiety,25,Fatigue,16,168,115 people reported 857 effects,Dry mouth,19,Dry eyes,8,Paranoid,6,Headache,5,Anxious,4,Big Bud,Skunk No. 1,"Portland, OR,Eugene, OR,Mount Vernon, WA,Salem, OR,Vancouver, WA,Bellingham, WA,Bend, OR,Bingen, WA,McMinnville, OR,Mukilteo, WA",Hybrid,4.2 ,Critical Plus,,,,18
--position:85.46217707838744%,,,,"55,%,53,%,53,%,44,%,36,%,35,%,30,%,24,%,15,%,13,%,25,%,7,%,6,%,3,%,1,%","Uplifted, ,Euphoric, ,Happy, ,Relaxed, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Fatigue, ,PTSD, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",Uplifted,55,Euphoric,53,Happy,53,Relaxed,44,Creative,36,,Stress,35,Depression,30,Anxiety,24,Fatigue,15,PTSD,13,140,93 people reported 628 effects,Dry mouth,25,Dry eyes,7,Anxious,6,Dizzy,3,Headache,1,Face Off OG,Golden Goat,"Seattle, WA,Renton, WA,Spokane, WA,Mount Vernon, WA,Everett, WA,Ferndale, WA,Port Hadlock-Irondale, WA,Spokane Valley, WA,Bellingham, WA,Edmonds, WA",Hybrid,4.5 ,Golden Ticket,"width:170%,width:114%,width:58%","Fruity,Herbal,Pine","Terpinolene,Myrcene,Pinene",18
--position:98.57195747460526%,,Blueberry Space Cake,Hayley's Haze,"53,%,50,%,47,%,42,%,41,%,35,%,27,%,25,%,23,%,21,%,19,%,11,%,2,%,2,%,2,%","Uplifted, ,Euphoric, ,Energetic, ,Creative, ,Happy, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Headache, ,Paranoid, ",Uplifted,53,Euphoric,50,Energetic,47,Creative,42,Happy,41,,Stress,35,Depression,27,Pain,25,Anxiety,23,Fatigue,21,116,92 people reported 623 effects,Dry mouth,19,Dry eyes,11,Anxious,2,Headache,2,Paranoid,2,Trinity,Island Sweet Skunk,"Las Vegas, NV,Chicago, IL,Collinsville, IL,Fernley, NV,Posen, IL,Springfield, IL,Arlington Heights, IL,Fulton, IL,Henderson, NV,Highland Park, IL",Sativa,4.6 ,Outer Space,,,,
--position:2.0463664420976135%,,,,"87,%,56,%,51,%,33,%,32,%,39,%,31,%,24,%,18,%,17,%,35,%,18,%,4,%,2,%,2,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Stress, ,Insomnia, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",Relaxed,87,Happy,56,Sleepy,51,Euphoric,33,Hungry,32,,Stress,39,Insomnia,31,Pain,24,Anxiety,18,Depression,17,101,74 people reported 504 effects,Dry mouth,35,Dry eyes,18,Anxious,4,Dizzy,2,Headache,2,Maple Leaf Indica,White Rhino,"Silver Spring, MD,Portland, OR,Denver, CO,Ocean City, MD,Catonsville, MD,Eugene, OR,Aurora, CO,Brandywine, MD,Cleveland, OK,New Market, MD",Indica,4.2 ,Cream Caramel,,,,
--position:18.25139404517638%,,Armagnac,Grape Valley Kush,"61,%,57,%,52,%,33,%,31,%,42,%,28,%,26,%,25,%,22,%,31,%,19,%,10,%,6,%,5,%","Relaxed, ,Euphoric, ,Happy, ,Sleepy, ,Uplifted, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Headache, ,Paranoid, ,Dizzy, ",Relaxed,61,Euphoric,57,Happy,52,Sleepy,33,Uplifted,31,,Stress,42,Anxiety,28,Depression,26,Pain,25,Insomnia,22,159,118 people reported 885 effects,Dry mouth,31,Dry eyes,19,Headache,10,Paranoid,6,Dizzy,5,Romulan Grapefruit,Pre-98 Bubba Kush,"Jessup, MD,Anchorage, AK,Baltimore, MD,Bentonville, AR,Bremerton, WA,Lovelock, NV,Moffat, CO,Rockville, MD,Annapolis, MD,Ardmore, OK",Hybrid,3.9 ,Grape Kush,,,,17.5
