calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,feel_1,feel_1_pct,feel_2,feel_2_pct,feel_3,feel_3_pct,feel_4,feel_4_pct,feel_5,feel_5_pct,grow_all,help_1,help_1_pct,help_2,help_2_pct,help_3,help_3_pct,help_4,help_4_pct,help_5,help_5_pct,n_rate_rvws,n_reported_effects,neg_1,neg_1_pct,neg_2,neg_2_pct,neg_3,neg_3_pct,neg_4,neg_4_pct,neg_5,neg_5_pct,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:56.809533837823054%,,California Orange Cheese,Black Cheese,"63,%,53,%,52,%,50,%,33,%,42,%,33,%,28,%,26,%,17,%,41,%,23,%,10,%,6,%,3,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Happy,63,Euphoric,53,Relaxed,52,Uplifted,50,Creative,33,,Stress,42,Anxiety,33,Pain,28,Depression,26,Insomnia,17,271,195 people reported 1514 effects,Dry mouth,41,Dry eyes,23,Dizzy,10,Paranoid,6,Headache,3,UK Cheese,Afghani,"Warner, OK,Oklahoma City, OK,Bremerton, WA,Kelso, WA,Lynnwood, WA,Manchester, ME,Ritzville, WA,Seaview, WA,Tacoma, WA,Warr Acres, OK",Hybrid,4.1 ,Big Buddha Cheese,,,,
--position:91.78029993255416%,,,,"76,%,60,%,53,%,41,%,41,%,37,%,32,%,31,%,23,%,17,%,30,%,17,%,6,%,5,%,4,%","Happy, ,Uplifted, ,Euphoric, ,Energetic, ,Relaxed, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",Happy,76,Uplifted,60,Euphoric,53,Energetic,41,Relaxed,41,,Stress,37,Depression,32,Anxiety,31,Pain,23,Lack of appetite,17,132,89 people reported 762 effects,Dry mouth,30,Dry eyes,17,Dizzy,6,Anxious,5,Headache,4,Blue Satellite,AK-47,"Portland, OR,Salem, OR,Eugene, OR,Springfield, OR,Aloha, OR,Astoria, OR,Beaverton, OR,Central Point, OR,Collinsville, OK,Cottage Grove, OR",Hybrid,4.3 ,Hippie Crippler,,,,
--position:21.90831443137934%,,,,"73,%,58,%,46,%,33,%,24,%,25,%,24,%,24,%,23,%,16,%,24,%,10,%,6,%,5,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",Relaxed,73,Happy,58,Euphoric,46,Uplifted,33,Creative,24,,Stress,25,Pain,24,Depression,24,Anxiety,23,Lack of appetite,16,168,130 people reported 898 effects,Dry mouth,24,Dry eyes,10,Anxious,6,Paranoid,5,Dizzy,2,Casey Jones,Purple Urkle,"Denver, CO,Longmont, CO,Littleton, CO,Chandler, AZ,Scottsdale, AZ,Baltimore, MD,Chicago, IL,Las Vegas, NV,Tucson, AZ,Vail, CO",Hybrid,4.4 ,Lavender Jones,,,,
--position:24.611115294332947%,,Karma Bitch,Gandalf OG,"68,%,55,%,50,%,39,%,30,%,34,%,31,%,26,%,25,%,22,%,26,%,13,%,4,%,4,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Relaxed,68,Happy,55,Euphoric,50,Uplifted,39,Sleepy,30,"Moderate,30 - 78,3 - 6,10 - 12",Stress,34,Pain,31,Anxiety,26,Depression,25,Insomnia,22,1475,970 people reported 7474 effects,Dry mouth,26,Dry eyes,13,Paranoid,4,Dizzy,4,Headache,3,Mazar x Blueberry,OG Kush,"Los Angeles, CA,Santa Ana, CA,Colorado Springs, CO,Phoenix, AZ,Ramona, CA,, CA,Denver, CO,Detroit, MI,Gardena, CA,Gig Harbor, WA",Hybrid,4.4 ,Mazar x Blueberry OG,,,,
--position:84.86227096011196%,,,,"43,%,41,%,37,%,36,%,30,%,23,%,20,%,19,%,18,%,9,%,18,%,11,%,8,%,6,%,2,%","Happy, ,Relaxed, ,Uplifted, ,Energetic, ,Euphoric, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Headache, ",Happy,43,Relaxed,41,Uplifted,37,Energetic,36,Euphoric,30,,Stress,23,Depression,20,Anxiety,19,Pain,18,Fatigue,9,193,133 people reported 714 effects,Dry mouth,18,Dry eyes,11,Anxious,8,Paranoid,6,Headache,2,Lemon OG Kush,Strawberry Cough,"Denver, CO,Oklahoma City, OK,Norman, OK,Edmond, OK,Las Vegas, NV,Tulsa, OK,Los Angeles, CA,Pueblo, CO,Commerce City, CO,Longmont, CO",Sativa,4.3 ,Strawberry Lemonade,,,,
--position:4.150006499275072%,,,,"79,%,49,%,44,%,43,%,28,%,39,%,37,%,31,%,24,%,22,%,26,%,13,%,6,%,2,%,1,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Uplifted, ,Pain, ,Stress, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,79,Happy,49,Sleepy,44,Euphoric,43,Uplifted,28,,Pain,39,Stress,37,Anxiety,31,Insomnia,24,Depression,22,151,102 people reported 762 effects,Dry mouth,26,Dry eyes,13,Dizzy,6,Paranoid,2,Headache,1,,,"Seattle, WA,Bothell, WA,Lake Forest Park, WA,Ocean Shores, WA,Renton, WA,Skiatook, OK",Indica,4.5 ,Abusive OG,,,,16.5
--position:5.786013190986838%,,,,"91,%,60,%,46,%,42,%,25,%,34,%,32,%,31,%,29,%,23,%,19,%,6,%,1,%,1,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Headache, ",Relaxed,91,Happy,60,Euphoric,46,Sleepy,42,Uplifted,25,"Moderate,30 - 78,1 - 3,7 - 9",Stress,34,Pain,32,Insomnia,31,Anxiety,29,Depression,23,111,82 people reported 605 effects,Dry mouth,19,Dry eyes,6,Anxious,1,Dizzy,1,Headache,1,Rare Dankness #1,Mazar x Blueberry OG,"Burlington, WA,East Tawas, Michigan,Ontario, OR,Palo Alto, CA,Seattle, WA,Ben Lomond, CA,California, CA,Davis, CA,Denver, CO,Durango, CO",Hybrid,4.6 ,501st OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",22
--position:63.529825595409605%,,,,"72,%,67,%,60,%,58,%,41,%,35,%,34,%,27,%,27,%,17,%,20,%,12,%,7,%,5,%,5,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Focused, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",Happy,72,Euphoric,67,Relaxed,60,Uplifted,58,Focused,41,,Stress,35,Depression,34,Pain,27,Anxiety,27,Insomnia,17,101,70 people reported 637 effects,Dry mouth,20,Dry eyes,12,Paranoid,7,Anxious,5,Dizzy,5,,,"Baltimore, MD,Gardner, MA,Denver, CO,Medford, OR,Portland, OR,Woburn, MA,Bethesda, MD,Danvers, MA,Cockeysville, MD,Ellicott City, MD",Hybrid,4.7 ,Blissful Wizard,,,,
--position:13.464658674199931%,,,,"74,%,59,%,51,%,29,%,29,%,34,%,23,%,21,%,21,%,21,%,27,%,14,%,6,%,4,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Hungry, ,Giggly, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Headache, ",Relaxed,74,Euphoric,59,Happy,51,Hungry,29,Giggly,29,,Stress,34,Pain,23,Insomnia,21,Anxiety,21,Depression,21,65,47 people reported 358 effects,Dry mouth,27,Dry eyes,14,Anxious,6,Paranoid,4,Headache,2,Blueberry,OG Kush,"Seattle, WA,Tulsa, OK,West Hollywood, CA,Bartlesville, OK,Kalamazoo, MI,Longview, WA,Maywood, CA,Mount Shasta, CA,Puyallup, WA,West Siloam Springs, OK",Hybrid,4.3 ,Berry OG,,,,18
--position:4.631919182169552%,,,,"81,%,56,%,54,%,52,%,33,%,49,%,37,%,33,%,28,%,24,%,35,%,13,%,11,%,7,%,3,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Anxious, ",Relaxed,81,Sleepy,56,Euphoric,54,Happy,52,Hungry,33,,Stress,49,Depression,37,Anxiety,33,Pain,28,Insomnia,24,80,53 people reported 474 effects,Dry mouth,35,Dry eyes,13,Paranoid,11,Dizzy,7,Anxious,3,,,,Indica,4.6 ,Tuna Kush,,,,
--position:6.326547830491619%,,,,"82,%,65,%,60,%,29,%,26,%,53,%,43,%,34,%,26,%,26,%,12,%,9,%,2,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Hungry, ,Sleepy, ,Pain, ,Stress, ,Anxiety, ,Lack of appetite, ,Depression, ,Dry eyes, ,Dry mouth, ,Anxious, ,Headache, ,Paranoid, ",Relaxed,82,Happy,65,Euphoric,60,Hungry,29,Sleepy,26,,Pain,53,Stress,43,Anxiety,34,Lack of appetite,26,Depression,26,55,41 people reported 363 effects,Dry eyes,12,Dry mouth,9,Anxious,2,Headache,2,Paranoid,2,Do-Si-Dos,Original Glue,"Everson, WA,Portland, OR,Seattle, WA,Bend, OR,Eugene, OR,Gresham, OR,Lynnwood, WA,Anacortes, WA,Bellingham, WA,East Tawas, Michigan",Hybrid,4.9 ,Duct Tape,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",21
--position:1.6200651484201412%,,,,"90,%,71,%,47,%,46,%,30,%,48,%,44,%,44,%,21,%,19,%,28,%,16,%,7,%,3,%,2,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Insomnia, ,Pain, ,Stress, ,Depression, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Relaxed,90,Sleepy,71,Euphoric,47,Happy,46,Hungry,30,,Insomnia,48,Pain,44,Stress,44,Depression,21,Anxiety,19,159,113 people reported 921 effects,Dry mouth,28,Dry eyes,16,Dizzy,7,Paranoid,3,Headache,2,God Bud,Blueberry,"Tulsa, OK,Portland, OR",Indica,4.6 ,Blue God,,,,
--position:49.84807749698626%,,,,"72,%,62,%,59,%,56,%,29,%,39,%,37,%,35,%,26,%,20,%,34,%,11,%,4,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Tingly, ,Depression, ,Stress, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Headache, ",Relaxed,72,Happy,62,Euphoric,59,Uplifted,56,Tingly,29,,Depression,39,Stress,37,Pain,35,Anxiety,26,Fatigue,20,127,87 people reported 757 effects,Dry mouth,34,Dry eyes,11,Paranoid,4,Anxious,2,Headache,2,Blue Monster,Jack Frost,"Everson, WA,Portland, OR,Oak Harbor, WA,Bellingham, WA,Las Vegas, NV,Seattle, WA,Mount Vernon, WA,Bremerton, WA,Henderson, NV,Eugene, OR",Hybrid,4.4 ,Blue Frost,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",19.5
--position:83.08038917221792%,,,,"64,%,57,%,57,%,49,%,45,%,44,%,31,%,31,%,26,%,13,%,34,%,21,%,6,%,3,%,2,%","Happy, ,Euphoric, ,Uplifted, ,Relaxed, ,Creative, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Headaches, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",Happy,64,Euphoric,57,Uplifted,57,Relaxed,49,Creative,45,,Stress,44,Depression,31,Pain,31,Anxiety,26,Headaches,13,228,158 people reported 1280 effects,Dry mouth,34,Dry eyes,21,Paranoid,6,Dizzy,3,Headache,2,Big Buddha Cheese,NYC Diesel,"Denver, CO,Portland, OR,Littleton, CO,Longmont, CO,Lompoc, CA,Albany, OR,Grand Forks, ND,Commerce City, CO,Cottage Grove, OR,De Beque, CO",Hybrid,4.3 ,Chiesel,"width:170%,width:114%,width:58%","Peppery,Citrus,Herbal","Caryophyllene,Limonene,Myrcene",20.5
--position:3.7072740130980386%,,,,"83,%,64,%,58,%,47,%,41,%,35,%,33,%,31,%,29,%,29,%,39,%,16,%,8,%,6,%,4,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Insomnia, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,83,Happy,64,Sleepy,58,Euphoric,47,Hungry,41,,Insomnia,35,Stress,33,Anxiety,31,Depression,29,Pain,29,81,48 people reported 472 effects,Dry mouth,39,Dry eyes,16,Dizzy,8,Paranoid,6,Anxious,4,Big Bud,Super Skunk,"Anchorage, AK,Oklahoma City, OK,Scottsdale, AZ,Bartlesville, OK,Ellensburg, WA,Kingston, OK,Mead, OK,North Pole, AK,Phoenix, AZ,Tempe, AZ",Indica,4.4 ,Incredible Bulk,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",17.5
--position:13.556686948191299%,,American Beauty,Blackberry Diesel,"78,%,51,%,48,%,35,%,35,%,33,%,29,%,28,%,28,%,19,%,21,%,12,%,2,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Headache, ,Paranoid, ",Relaxed,78,Happy,51,Euphoric,48,Sleepy,35,Uplifted,35,,Stress,33,Pain,29,Depression,28,Anxiety,28,Insomnia,19,295,210 people reported 1500 effects,Dry mouth,21,Dry eyes,12,Anxious,2,Headache,2,Paranoid,2,Black Cherry Soda,Space Queen,"Seattle, WA,Kingston, WA,Salem, OR,Mount Vernon, WA,Bellingham, WA,Everett, WA,Portland, OR,Shoreline, WA,Spokane, WA,Mukilteo, WA",Indica,4.2 ,Plushberry,"width:170%,width:114%,width:58%","Pine,Herbal,Peppery","Pinene,Myrcene,Caryophyllene",17
--position:74.24441498605141%,,,,"58,%,51,%,49,%,45,%,36,%,31,%,27,%,23,%,23,%,14,%,13,%,4,%,2,%,1,%,1,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",Happy,58,Euphoric,51,Relaxed,49,Uplifted,45,Creative,36,,Stress,31,Depression,27,Pain,23,Anxiety,23,Lack of appetite,14,175,117 people reported 812 effects,Dry mouth,13,Dry eyes,4,Dizzy,2,Headache,1,Paranoid,1,Kosher Kush,Tangie,"Seattle, WA,Portland, OR,Bellingham, WA,Everett, WA,Medford, OR,Bethesda, MD,Buffalo Grove, IL,Eugene, OR,Las Vegas, NV,McMinnville, OR",Hybrid,4.5 ,Kosher Tangie,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",20
--position:13.136147692723688%,,Green Mango,Anubis,"75,%,52,%,37,%,27,%,26,%,33,%,27,%,27,%,21,%,20,%,18,%,17,%,3,%,3,%,1,%","Relaxed, ,Happy, ,Focused, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Relaxed,75,Happy,52,Focused,37,Uplifted,27,Sleepy,26,,Stress,33,Pain,27,Insomnia,27,Anxiety,21,Depression,20,134,93 people reported 639 effects,Dry mouth,18,Dry eyes,17,Dizzy,3,Headache,3,Anxious,1,Super Skunk,Jack Herer,"Oklahoma City, OK,Tulsa, OK,Anchorage, AK,Broken Arrow, OK,Lawton, OK,Norman, OK,Nowata, OK,San Diego, CA,Sand Springs, OK,Seattle, WA",Indica,4.3 ,Somango,,,,20
--position:35.56495985430741%,,,,"62,%,55,%,41,%,31,%,31,%,34,%,31,%,31,%,24,%,24,%,37,%,10,%,10,%,6,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Tingly, ,Anxiety, ,Stress, ,Depression, ,ADD/ADHD, ,PTSD, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Paranoid, ,Anxious, ",Relaxed,62,Happy,55,Euphoric,41,Uplifted,31,Tingly,31,,Anxiety,34,Stress,31,Depression,31,ADD/ADHD,24,PTSD,24,41,29 people reported 255 effects,Dry mouth,37,Dizzy,10,Dry eyes,10,Paranoid,6,Anxious,3,Blackberry,True OG,"Phoenix, AZ,Seattle, WA,Everett, WA,Flagstaff, AZ,Portland, OR,Spokane, WA,Arlington, WA,Beaverton, OR,Blanchard, OK,Canon City, CO",Hybrid,4.1 ,Gummy Bears,,,,19.5
--position:18.490009354728375%,,,,"75,%,61,%,47,%,33,%,30,%,39,%,26,%,24,%,20,%,19,%,20,%,13,%,2,%,2,%,1,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Headache, ,Dizzy, ",Relaxed,75,Euphoric,61,Happy,47,Uplifted,33,Sleepy,30,,Stress,39,Depression,26,Anxiety,24,Pain,20,Insomnia,19,125,89 people reported 596 effects,Dry mouth,20,Dry eyes,13,Anxious,2,Headache,2,Dizzy,1,Purple Kush,Northern Lights,"Portland, OR,Vancouver, WA,Oak Harbor, WA,Kingston, WA,Seattle, WA,Everson, WA,Bellingham, WA,Bend, OR,Tacoma, WA,Walla Walla, WA",Indica,4.5 ,Black Lime Special Reserve,"width:170%,width:114%,width:58%","Herbal,Pine,Peppery","Myrcene,Pinene,Caryophyllene",18
--position:67.46940967116186%,,,,"53,%,53,%,53,%,47,%,33,%,41,%,29,%,28,%,22,%,17,%,27,%,12,%,6,%,4,%,4,%","Euphoric, ,Relaxed, ,Happy, ,Uplifted, ,Energetic, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",Euphoric,53,Relaxed,53,Happy,53,Uplifted,47,Energetic,33,,Stress,41,Pain,29,Depression,28,Anxiety,22,Lack of appetite,17,224,163 people reported 1250 effects,Dry mouth,27,Dry eyes,12,Dizzy,6,Paranoid,4,Headache,4,Sensi Star,NYC Diesel,"Fairhaven, MA,Denver, CO,Las Vegas, NV,Ayer, MA,Fernley, NV,Tulsa, OK,Boca Raton, FL,Dinosaur, Co,Parachute, CO,Plymouth Meeting, PA",Hybrid,4.3 ,Bio-Diesel,,,,19
--position:39.22704108451667%,,,,"61,%,58,%,42,%,41,%,29,%,40,%,34,%,33,%,31,%,21,%,25,%,14,%,6,%,4,%,3,%","Relaxed, ,Happy, ,Uplifted, ,Euphoric, ,Focused, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",Relaxed,61,Happy,58,Uplifted,42,Euphoric,41,Focused,29,,Stress,40,Pain,34,Depression,33,Anxiety,31,Insomnia,21,154,112 people reported 892 effects,Dry mouth,25,Dry eyes,14,Dizzy,6,Paranoid,4,Anxious,3,Blue Moonshine,Blueberry,"Seattle, WA,Portland, OR,Anchorage, AK,Bellingham, WA,Brownsville, OR,Choctaw, OK,Coos Bay, OR,Corvallis, OR,Davis, CA,Denver, CO",Hybrid,4.1 ,Blue OG,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",16
--position:63.84650981031438%,,,,"66,%,56,%,42,%,39,%,32,%,47,%,42,%,38,%,35,%,28,%,13,%,3,%,3,%,2,%,2,%","Relaxed, ,Happy, ,Uplifted, ,Focused, ,Energetic, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Inflammation, ,Dry mouth, ,Dry eyes, ,Headache, ,Anxious, ,Paranoid, ",Relaxed,66,Happy,56,Uplifted,42,Focused,39,Energetic,32,,Stress,47,Pain,42,Anxiety,38,Depression,35,Inflammation,28,136,107 people reported 884 effects,Dry mouth,13,Dry eyes,3,Headache,3,Anxious,2,Paranoid,2,Neville's Haze,Super Silver Haze,"Albany, OR,Eugene, OR,Portland, OR,Romeoville, IL,Litchfield, IL,Allston, MA,Medford, OR,Morris, IL,Ashland, OR,Central Point, OR",Sativa,4.5 ,MediHaze,,,,
--position:97.8134508842403%,,Sasquatch Sap,Sister Glue,"65,%,65,%,62,%,53,%,46,%,39,%,32,%,27,%,23,%,20,%,23,%,9,%,6,%,6,%,6,%","Energetic, ,Euphoric, ,Happy, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Depression, ,Fatigue, ,Pain, ,Dry mouth, ,Anxious, ,Dizzy, ,Dry eyes, ,Paranoid, ",Energetic,65,Euphoric,65,Happy,62,Uplifted,53,Creative,46,,Stress,39,Anxiety,32,Depression,27,Fatigue,23,Pain,20,63,43 people reported 350 effects,Dry mouth,23,Anxious,9,Dizzy,6,Dry eyes,6,Paranoid,6,Chocolate Thai,Sour Diesel,"Seattle, WA,Bothell, WA,Las Vegas, NV,Mount Vernon, WA,Renton, WA,Belfair, WA,Broken Arrow, OK,Burien, WA,Everett, WA,Otis Orchards, WA",Sativa,4.7 ,Chocolate Diesel,,,,20.5
--position:14.730861572527543%,,Master Jedi,Galactica OG,"79,%,56,%,55,%,45,%,40,%,36,%,35,%,30,%,21,%,20,%,27,%,19,%,8,%,5,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Relaxed,79,Euphoric,56,Happy,55,Sleepy,45,Uplifted,40,,Stress,36,Pain,35,Anxiety,30,Depression,21,Insomnia,20,315,214 people reported 1837 effects,Dry mouth,27,Dry eyes,19,Dizzy,8,Headache,5,Anxious,2,SFV OG Kush,Death Star,"Bellingham, WA,Clarkston, WA,Detroit, MI,Everett, WA,Nichols Hills, OK,Bremerton, WA,Collinsville, IL,Mukilteo, WA,Port Hadlock-Irondale, WA,Pullman, WA",Indica,4.4 ,Jedi Kush,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",18.5
--position:35.65451897866214%,,,,"63,%,58,%,43,%,40,%,31,%,45,%,38,%,33,%,27,%,22,%,27,%,16,%,4,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Focused, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Relaxed,63,Happy,58,Euphoric,43,Uplifted,40,Focused,31,,Stress,45,Pain,38,Anxiety,33,Depression,27,Insomnia,22,269,184 people reported 1478 effects,Dry mouth,27,Dry eyes,16,Anxious,4,Dizzy,4,Paranoid,4,Granddaddy Purple,Blue Dream,"Seattle, WA,Phoenix, AZ,Everett, WA,Maple Valley, WA,Oklahoma City, OK,Chandler, AZ,Denver, CO,Eugene, OR,Long Beach, CA,Mesa, AZ",Hybrid,4.4 ,Purple Dream,,,,15.5
--position:85.74320894030001%,,,,"58,%,47,%,45,%,41,%,39,%,32,%,31,%,26,%,16,%,12,%,22,%,8,%,7,%,7,%,5,%","Happy, ,Relaxed, ,Uplifted, ,Creative, ,Euphoric, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",Happy,58,Relaxed,47,Uplifted,45,Creative,41,Euphoric,39,,Stress,32,Depression,31,Anxiety,26,Pain,16,Fatigue,12,167,116 people reported 772 effects,Dry mouth,22,Dry eyes,8,Anxious,7,Paranoid,7,Dizzy,5,Cinderella 99,Trainwreck,"Seattle, WA,Vancouver, WA,Everett, WA,Spokane, WA,Bellingham, WA,Lynnwood, WA,Ferndale, WA,Port Angeles, WA,Renton, WA,Bremerton, WA",Sativa,4.6 ,Dirty Girl,,,,19
--position:97.32992043485336%,,,,"39,%,37,%,37,%,36,%,32,%,24,%,19,%,19,%,18,%,14,%,11,%,4,%,3,%,1,%,1,%","Happy, ,Euphoric, ,Uplifted, ,Energetic, ,Creative, ,Depression, ,Stress, ,Fatigue, ,Anxiety, ,Pain, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",Happy,39,Euphoric,37,Uplifted,37,Energetic,36,Creative,32,,Depression,24,Stress,19,Fatigue,19,Anxiety,18,Pain,14,77,61 people reported 308 effects,Dry mouth,11,Dry eyes,4,Anxious,3,Dizzy,1,Paranoid,1,,,"Arlington Heights, IL,Buffalo Grove, IL,Chicago, IL,Posen, IL,Canton, IL,Champaign, IL,Effingham, IL,Eugene, OR,Gresham, OR,Highland Park, IL",Sativa,4.5 ,Sojay Haze,,,,
--position:39.07616416510121%,,,,"66,%,65,%,56,%,44,%,40,%,41,%,41,%,31,%,27,%,20,%,39,%,20,%,12,%,6,%,4,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Hungry, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",Happy,66,Relaxed,65,Euphoric,56,Uplifted,44,Hungry,40,,Pain,41,Stress,41,Anxiety,31,Depression,27,Insomnia,20,157,100 people reported 937 effects,Dry mouth,39,Dry eyes,20,Dizzy,12,Headache,6,Anxious,4,,,"Shawnee, OK,Needles, CA,Bixby, OK,Cushing, OK,Norman, OK,Sand Springs, OK,Skiatook, OK,Tulsa, OK",Hybrid,4.3 ,Snow White,,,,17
--position:0.6209680111438021%,,,,"87,%,70,%,41,%,36,%,21,%,47,%,45,%,34,%,23,%,23,%,32,%,12,%,7,%,3,%,1,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Insomnia, ,Pain, ,Stress, ,Inflammation, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",Relaxed,87,Sleepy,70,Euphoric,41,Happy,36,Hungry,21,,Insomnia,47,Pain,45,Stress,34,Inflammation,23,Anxiety,23,78,55 people reported 422 effects,Dry mouth,32,Dry eyes,12,Anxious,7,Paranoid,3,Dizzy,1,,,"McMinnville, OR,Norman, OK,Tulsa, OK,Milwaukie, OR,Newcastle, OK,Pocola, OK,Portland, OR,Poulsbo, WA,Seattle, WA,Woodward, OK",Indica,4.4 ,The Black,,,,16.5
